https://hz.58.com/shangpu/41527546631821x.shtml?legourl=//legoclick.58.com/jump?target=szqCXB3draOWUvYf0v66UhIkIitYnHNzP1NYPWm1nH9zng980v6YUykKuaYkrHDYnjNLmBYvPAczsHw-ujEVmHTLnadBPWT1uj7hrAc1rjEKP1bLnH0dn1Tdn1bdrTDKnHnOn1E3Pjc3Pjm1nWTLrTDQPHnknTDQPHnknTDQsjDdTHDkPzkQn1TQTHDdrjEdrj0dnj03n19Kn97AEzdEEzL--mUb8Fo-Msjb8Jxb8sf-BFxCCpWGCUg--mUGbeCfOOixOCi5lsv_l2lGTHDKnEDKsHDKTHDzn1b3n1cYP1nYnHmLPWbdn1mKP97kmgF6UgnznjnlnEDQTyE1uymdP1mksHNOryEVPjIbPid6rjb3sH9zPHFWnH9zPyn3nTDQnWnOrjnzPj01PHNkrH9LnWmYTHDzn1b3n1cYP1nYrjn3rHTvrj9KTEDKTEDVTEDKpZwY0ZnlszqCXB3draOWUvYfmh-8ph-6Uh0f0v66UhIkIyPlsLK8nitKuH9L0-G_PgbYIbYfXjnonD6JpgKKukDYnz3znW08nHnvsWDdP9DVnEDkTEDQsjDdTgVqTHDknjnYTHDknjDdnHEKnjNzPvN3P1DVuHnOmiYYrHIBsH-6PW0VnyF6P103njmOm1bvTEDkTEDKnTDQnj0_nHnknikzrHb3THcKrjF-uWuBPvR-mhu6uAm3nT&referinfo=true&utm_source=&spm=&product=jingxuan,滨江-长河,杭州滨江宝龙城(滨江店),写字楼配套 1层,写字楼配套 1层,450㎡,3.38万/月,日租金 2.5元/㎡/天
https://hz.58.com/shangpu/41381650064138x.shtml?legourl=//legoclick.58.com/jump?target=szqCXB3draOWUvYf0v66UhIkIitYnHn3nHmdnjTvPjD1rZ980v6YUykKuaYkrHDYnjNLmBYvPAczsHw-ujEVmHTLnadBPWT1uj7hrAc1rjEKPHbdnWb1rj0dnWDkPjDKTHD1P1E3njbdnWnLrjb3nW0KnHnznjTKnHnznjTKnikQPEDQnj0_nHnknEDQPH9YPH9LPHTLrjn3THnKwbnVNDnVOuyAOsBpOuzkOsJMOsBeOmBgl2AClpAdOuyAlurlsSXNMSpDWSBqorB8JEDQTHDKTiYQTEDQnWndnHDQPH0LPWEYrH0Ynj9kTHmK0A7zmyd1nWT1rWDKnED3uj-bn1T1uiYvuHPbsHE3PvmVrH-WPad6n1mdujEkPHNYrAEKnHc1PHDQnHNLP103n1EknWEOP9DQnWndnHDQPH0LP1T1PWbYn1nvTEDKTEDKsEDKTy6YIZK1rBtfpZC8PH98mvqVsvFGUhGGmyOMsLPCmyOM0ZRWXBqkUWDfTyN3PLFpUjROPZuPsL9121Kcph-kEy0KPjn8nWcLsWD1PB3QPHmKsHDKnTDKnikQPE7exEDQnjT1PTDQnjTQPHDYTHuBnAFBnWDLsHDYn10VPAE1uid6P16BsHKWmHwWmWR6uhELPkDKnTDKTHTKnHTLsjD1njD_nHDvPWN1THcKmvubm1-6n1nOrj0QPWnOn9&referinfo=true&utm_source=&spm=&product=jingxuan,滨江-四桥南,时代大道与越达巷交叉口,写字楼配套 1层,写字楼配套 1层,1500㎡,面议,
https://hz.58.com/shangpu/40676393891981x.shtml,滨江-长河,中控信息大厦,临街门面 1层,临街门面 1层,2000㎡,15万/月,日租金 2.5元/㎡/天
https://hz.58.com/shangpu/40752370135709x.shtml,滨江-浦沿,王道公园(优迈),商业街店铺 1层,商业街店铺 1层,20㎡,2000元/月,日租金 3.33元/㎡/天
https://hz.58.com/shangpu/41138022560140x.shtml,滨江-四桥南,滨江宝龙城市广场,写字楼配套 1层,写字楼配套 1层,600㎡,4.5万/月,日租金 2.5元/㎡/天
https://hz.58.com/shangpu/40665009853453x.shtml,滨江-区政府,中赢国际,商业街店铺 1-2层,商业街店铺 1-2层,110㎡,2.38万/月,日租金 7.2元/㎡/天
https://hz.58.com/shangpu/41292908022182x.shtml,滨江-长河,JWK聚才大厦,写字楼配套 1层,写字楼配套 1层,75㎡,1.35万/月,日租金 6元/㎡/天
https://hz.58.com/shangpu/41493075119513x.shtml,滨江-西兴,龙湖春江彼岸,社区底商 1-2层,社区底商 1-2层,289㎡,1.83万/月,日租金 2.11元/㎡/天
https://hz.58.com/shangpu/41513234729496x.shtml,滨江-西兴,龙湖春江彼岸,临街门面 1层,临街门面 1层,1000㎡,10.5万/月,日租金 3.5元/㎡/天
https://hz.58.com/shangpu/41527838267521x.shtml,滨江-区政府,龙湖春江郦城,商业街店铺 1层,商业街店铺 1层,50㎡,2.5万/月,日租金 16.67元/㎡/天
https://hz.58.com/shangpu/40752370135709x.shtml,滨江-浦沿,王道公园(优迈),商业街店铺 1层,商业街店铺 1层,20㎡,2000元/月,日租金 3.33元/㎡/天
https://hz.58.com/shangpu/41393416331944x.shtml,滨江-区政府,星光国际广场,商业街店铺 2层,商业街店铺 2层,527㎡,6.5万/月,日租金 4.11元/㎡/天
https://hz.58.com/shangpu/40694603159955x.shtml,滨江-区政府,滨江区,商业街店铺 1层,商业街店铺 1层,100㎡,2.67万/月,日租金 8.89元/㎡/天
https://hz.58.com/shangpu/41516046583174x.shtml,滨江-长河,阿里中心滨江园区,临街门面,临街门面,4800㎡,18.72万/月,日租金 1.3元/㎡/天
https://hz.58.com/shangpu/41461846523429x.shtml,滨江-浦沿,杭州滨江宝龙城(滨江店),临街门面 1层,临街门面 1层,220㎡,2.5万/月,日租金 3.79元/㎡/天
https://hz.58.com/shangpu/41494117110913x.shtml,滨江-区政府,月明路,商业街店铺 1-2层,商业街店铺 1-2层,900㎡,11.6万/月,日租金 4.3元/㎡/天
https://hz.58.com/shangpu/40599518875288x.shtml,滨江-西兴,中栋国际,写字楼配套 4层,写字楼配套 4层,1227㎡,8.1万/月,日租金 2.2元/㎡/天
https://hz.58.com/shangpu/41538814076435x.shtml,滨江-浦沿,杭州滨江宝龙城(滨江店),临街门面 1层,临街门面 1层,450㎡,3.38万/月,日租金 2.5元/㎡/天
https://hz.58.com/shangpu/41483989761447x.shtml,滨江-彩虹城,明志路,商业街店铺 1层,商业街店铺 1层,60㎡,7500元/月,日租金 4.17元/㎡/天
https://hz.58.com/shangpu/41409409030925x.shtml,滨江-区政府,温馨人家商铺,社区底商 1-2层,社区底商 1-2层,100㎡,1.4万/月,日租金 4.67元/㎡/天
https://hz.58.com/shangpu/41472883133088x.shtml,滨江-西兴,王道公园(优迈),临街门面 1层,临街门面 1层,20㎡,1000元/月,日租金 1.67元/㎡/天
https://hz.58.com/shangpu/41494460525965x.shtml,滨江-区政府,滨江区人民政府,临街门面 1-2层,临街门面 1-2层,1200㎡,6.12万/月,日租金 1.7元/㎡/天
https://hz.58.com/shangpu/41480347607438x.shtml,滨江-区政府,月明路,社区底商 1-2层,社区底商 1-2层,120㎡,1.67万/月,日租金 4.63元/㎡/天
https://hz.58.com/shangpu/41528718203418x.shtml,滨江-区政府,滨江区政府,社区底商 1层,社区底商 1层,65㎡,1.3万/月,日租金 6.67元/㎡/天
https://hz.58.com/shangpu/41479810233506x.shtml,滨江-区政府,滨江区,商业街店铺 1-2层,商业街店铺 1-2层,325㎡,3.75万/月,日租金 3.85元/㎡/天
https://hz.58.com/shangpu/41350166831527x.shtml,滨江-长河,滨和路,社区底商 1-2层,社区底商 1-2层,120㎡,1.9万/月,日租金 5.28元/㎡/天
https://hz.58.com/shangpu/41528916137765x.shtml,滨江-区政府,中赢·康康谷,商业街店铺 1层,商业街店铺 1层,298㎡,6.26万/月,日租金 7元/㎡/天
https://hz.58.com/shangpu/41538652346889x.shtml,滨江-区政府,星光大道步行街,商业街店铺 1层,商业街店铺 1层,212㎡,5.72万/月,日租金 8.99元/㎡/天
https://hz.58.com/shangpu/41417149733133x.shtml,滨江-西兴,研酵小山(海威新界店),商业街店铺 1层,商业街店铺 1层,80㎡,3万/月,日租金 12.5元/㎡/天
https://hz.58.com/shangpu/40785948211603x.shtml,滨江-区政府,月明路/春晓路(路口),商业街店铺 1层,商业街店铺 1层,140㎡,2万/月,日租金 4.76元/㎡/天
https://hz.58.com/shangpu/41537373779095x.shtml,滨江-西兴,绿城明月江南,商业街店铺,商业街店铺,900㎡,9.45万/月,日租金 3.5元/㎡/天
https://hz.58.com/shangpu/41535167152148x.shtml,滨江-区政府,星耀城·二期,商业街店铺 1-2层,商业街店铺 1-2层,170㎡,2.58万/月,日租金 5.06元/㎡/天
https://hz.58.com/shangpu/41416285259547x.shtml,滨江-彩虹城,联庄,写字楼配套 2层,写字楼配套 2层,1200㎡,5.75万/月,日租金 1.6元/㎡/天
https://hz.58.com/shangpu/41458966090134x.shtml,滨江-区政府,星光大道步行街,写字楼配套 4层,写字楼配套 4层,750㎡,4.73万/月,日租金 2.1元/㎡/天
https://hz.58.com/shangpu/41472584873366x.shtml,滨江-长河,王道公园(优迈),商业街店铺 1层,商业街店铺 1层,25㎡,面议,
https://hz.58.com/shangpu/41516128354197x.shtml,滨江-滨江周边,浙江省杭州市滨江区风荷路784号,商业街店铺 1层,商业街店铺 1层,80㎡,1万/月,日租金 4.17元/㎡/天
https://hz.58.com/shangpu/41538525109511x.shtml,滨江-区政府,滨江区,商业街店铺 1层,商业街店铺 1层,248㎡,5万/月,日租金 6.72元/㎡/天
https://hz.58.com/shangpu/41394104536711x.shtml,滨江-区政府,绿城明月江南,临街门面,临街门面,850㎡,8.93万/月,日租金 3.5元/㎡/天
https://hz.58.com/shangpu/41526529272100x.shtml,滨江-西兴,西兴,临街门面 4层,临街门面 4层,1300㎡,7.8万/月,日租金 2元/㎡/天
https://hz.58.com/shangpu/41349073158795x.shtml,滨江-长河,月明路,社区底商 1-2层,社区底商 1-2层,110㎡,1.1万/月,日租金 3.33元/㎡/天
